customer_id;total_invoice;total_quantity;quantity_products;freq_purchase;quantity_transactions;quantity_categories;quantity_coupons;quantity_coupons_used
12346;-1.0023578458628204;-0.7038826765388061;-1.0887285425705049;-0.6452449037581256;-1.0551661090793654;-1.2893389161857;-1.1272421221129856;-0.8264953379259854
12348;-0.37071988162709335;0.6337903058211707;0.005908974450857535;0.06219227988030119;-0.4716767768116799;0.12683297727113388;1.0491164304813922;0.21670770598860736
12350;-0.463353072854764;-0.5869986295364781;-0.5702160345077543;-0.6452449037581256;-0.22160992012552902;-0.581252969457283;-0.5831524839643911;-0.3628495406306108
12356;-0.23815411330502564;-0.3597240936986179;0.6972589852011917;-0.6452449037581256;-0.05489868233476177;0.48087595063534233;-0.03906284581579663;0.21670770598860736
12359;-0.7483590491652422;-0.16491734869473781;-0.28215353002844834;-0.6452449037581256;-0.888454871288598;-0.9352959428214915;-0.8551973030386884;-0.8264953379259854
12370;2.2740390661456367;3.257187805206756;2.3680215111811656;0.06219227988030119;2.5291255034221307;1.5430048707279678;1.8652508877042842;1.3758221992270436
12373;-0.8269573777482391;-0.5805050713696821;-0.45499103271603186;-0.6452449037581256;-0.7217436334978308;-0.9352959428214915;-0.8551973030386884;-0.7105838886021417
12383;1.3706486638784876;0.4779449098180666;1.6766715004308317;1.4770666471571545;2.1123474089452126;1.5430048707279678;2.681385344927176;1.3758221992270436
12386;-0.7915775758556153;-0.625959978537254;-0.6278285354036154;0.06219227988030119;-0.6383880146024472;-0.581252969457283;-0.3111076648900939;-0.3628495406306108
12388;-0.6959023867271447;-0.5610243968692941;-0.166928528236726;-0.6452449037581256;-0.30496553902091267;0.8349189239995508;0.23298197325850062;-0.942406787249829
12393;-0.07547709231676517;0.04937007080953031;-0.22454102913258717;0.06219227988030119;-0.05489868233476177;0.48087595063534233;0.23298197325850062;-0.015115192659079922
12395;-0.3575015081574897;-0.3272563028646379;0.5244214825136081;0.769629463518728;0.028456936560621857;0.12683297727113388;0.7770716114070951;-0.015115192659079922
12402;-0.7933617895769571;-0.6129728622036621;-0.5702160345077543;-0.6452449037581256;-0.6383880146024472;-0.581252969457283;-0.5831524839643911;-0.3628495406306108
12410;0.06113261241071757;-0.2882949538638619;0.12113397624257989;-0.6452449037581256;0.028456936560621857;0.48087595063534233;0.23298197325850062;-0.594672439278298
12413;0.3570103951053941;0.9584682141609707;0.005908974450857535;0.06219227988030119;-0.30496553902091267;-0.22720999609307457;-0.03906284581579663;0.332619155312451
12414;-0.7842502171163838;-0.6779084438716221;-0.8582785389870601;0.06219227988030119;-0.6383880146024472;-0.22720999609307457;-0.3111076648900939;-0.942406787249829
12415;0.29849717392468406;0.3740479791493305;0.9853214896804975;0.769629463518728;0.8620131255144581;0.8349189239995508;0.5050267923327979;0.5644420539601382
12417;-0.23095640394865147;0.2961252811477785;0.40919648072188575;0.769629463518728;0.11181255545600548;0.48087595063534233;1.3211612495556897;0.21670770598860736
12421;-0.20959964578822626;-0.6129728622036621;-0.6278285354036154;-0.6452449037581256;-0.6383880146024472;-0.22720999609307457;-0.3111076648900939;-0.13102664198292355
12422;-0.6552821691238111;-0.06751397619279775;-0.5702160345077543;0.06219227988030119;-0.3883211579162963;-0.22720999609307457;-0.5831524839643911;-0.4787609899544545
12423;-0.7072549817999714;-0.6129728622036621;-0.3397660309243095;-0.6452449037581256;-0.4716767768116799;-0.22720999609307457;-0.3111076648900939;-0.2469380913067672
12427;-0.435543680590233;0.3805415373161265;-0.45499103271603186;0.06219227988030119;-0.888454871288598;0.12683297727113388;-0.03906284581579663;-0.3628495406306108
12429;0.13998572738705883;0.14027988514467438;-0.22454102913258717;-0.6452449037581256;-0.30496553902091267;-0.22720999609307457;-0.3111076648900939;-0.3628495406306108
12431;1.4985145836863834;-0.35323053553182193;0.17874647713844105;2.184503830795581;1.528858076677527;0.48087595063534233;1.3211612495556897;0.5644420539601382
12434;-1.0541559354772148;-0.625959978537254;-1.0311160416746437;-0.6452449037581256;-1.0551661090793654;-1.2893389161857;-1.1272421221129856;-0.8264953379259854
12437;0.07368225396318501;-0.5545308387024981;-0.3397660309243095;0.769629463518728;0.028456936560621857;-0.22720999609307457;0.23298197325850062;-0.7105838886021417
12441;-0.3856404287170494;-0.6194664203704581;-0.800666038091199;0.06219227988030119;-0.22160992012552902;-0.9352959428214915;-0.8551973030386884;-0.2469380913067672
12464;-0.6181303978030795;-0.6584277693712342;-0.9158910398829213;-0.6452449037581256;-0.6383880146024472;-0.9352959428214915;-0.8551973030386884;-0.7105838886021417
12468;-0.4243359985628103;-0.5545308387024981;-0.6278285354036154;-0.6452449037581256;-0.5550323957070635;0.12683297727113388;-0.03906284581579663;-0.7105838886021417
12474;1.9751627577956214;0.7376872364899068;-0.05170352644500364;2.891941014434008;1.112079982200609;-0.22720999609307457;1.0491164304813922;0.6803535032839819
12476;0.357392295278637;1.237691215333199;0.005908974450857535;0.06219227988030119;-0.05489868233476177;0.8349189239995508;0.23298197325850062;0.10079625666476372
12477;-0.9693052979350407;-0.7103762347056022;-1.0887285425705049;-0.6452449037581256;-0.9718104901839817;-1.2893389161857;-1.1272421221129856;-0.942406787249829
12480;-0.3787502279458002;-0.39219188453259796;1.0429339905763586;-0.6452449037581256;0.028456936560621857;1.1889618973637592;0.5050267923327979;0.6803535032839819
12483;-0.5909019505440424;-0.548037280535702;-0.3973785318201707;-0.6452449037581256;-0.6383880146024472;-0.22720999609307457;-0.3111076648900939;-0.8264953379259854
12484;1.6725874217689556;2.0948408933502716;3.116984022827361;-0.6452449037581256;1.7789249333636779;2.251090817456385;1.0491164304813922;3.3463168377323855
12489;-0.7680213322629823;-0.41167255903298594;-0.3973785318201707;-0.6452449037581256;-0.6383880146024472;0.48087595063534233;0.23298197325850062;-0.3628495406306108
12490;0.2550238816929648;-0.3272563028646379;0.8700964878887751;-0.6452449037581256;0.6953018877236908;1.5430048707279678;0.7770716114070951;0.6803535032839819
12494;-0.8723315297781955;-0.6649213275380301;-0.800666038091199;1.4770666471571545;-0.7217436334978308;-0.22720999609307457;0.23298197325850062;-0.594672439278298
12500;-1.0325908825382193;-0.6908955602052141;-0.9158910398829213;-0.6452449037581256;-0.888454871288598;-1.6433818895499084;-1.3992869411872828;-0.7105838886021417
12502;1.0621179346627783;0.036382954475938305;-0.166928528236726;-0.6452449037581256;0.6119462688283073;-0.22720999609307457;-0.3111076648900939;0.5644420539601382
12503;-1.0681751924865739;-0.7168697928723982;-1.146341043466366;-0.6452449037581256;-1.0551661090793654;-1.6433818895499084;-1.3992869411872828;-1.0583182365736727
12510;-0.4513496785830935;0.6792452129887426;0.17874647713844105;-0.6452449037581256;-0.1382543012301454;0.8349189239995508;0.23298197325850062;-0.015115192659079922
